x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,type
-0.09210711717605591,-0.07372641563415527,-0.024088238846502463,-0.15946358442306519,-0.1944490373134613,-0.031579136397681395,-0.1880165934562683,-0.28946906328201294,-0.0414561587534763,-0.20320388674736023,-0.3763369023799896,-0.04575639918073193,-0.08482742309570312,-0.33999067544937134,0.021077808443465074,-0.12778931856155396,-0.33138298988342285,-0.022611578475675742,-0.11903494596481323,-0.22649043798446655,-0.05765176519378201,-0.1041904091835022,-0.14748209714889526,-0.07438695758207814,-0.02551281452178955,-0.34642356634140015,0.016458744633951028,-0.07549017667770386,-0.32744383811950684,-0.025489232983431975,-0.07188612222671509,-0.21359556913375854,-0.04465198099239842,-0.06338649988174438,-0.13450336456298828,-0.04713787465914265,0.03307902812957764,-0.3288324177265167,0.0028639347143553096,-0.020505011081695557,-0.3070378303527832,-0.03978573858364598,-0.02377074956893921,-0.19953611493110657,-0.03474600568040387,-0.01970970630645752,-0.12905073165893555,-0.01871824591978566,0.08954626321792603,-0.29315584897994995,-0.01389718103780524,0.0359727144241333,-0.2818659842014313,-0.041505824323735396,0.024751722812652588,-0.20570695400238037,-0.032757866676888625,A
-0.09841197729110718,-0.06441676616668701,-0.025855242605871354,-0.17546099424362183,-0.18433475494384766,-0.035956218238538895,-0.20387887954711914,-0.29008033871650696,-0.04814059227294365,-0.19880223274230957,-0.3822243809700012,-0.054648286994165574,-0.11524301767349243,-0.32538607716560364,0.012276575569444503,-0.13188251852989197,-0.3370335102081299,-0.02958159647471348,-0.117695152759552,-0.2429996132850647,-0.06245713993496338,-0.10819107294082642,-0.1643005609512329,-0.0779861913580362,-0.04973381757736206,-0.3376123905181885,0.007848056633406486,-0.07062846422195435,-0.33791273832321167,-0.03286879077143112,-0.06436008214950562,-0.22802871465682983,-0.0515884676534597,-0.06136983633041382,-0.13991445302963257,-0.053093678649133835,0.01600337028503418,-0.3258807063102722,-0.0048161096457306485,-0.007142543792724609,-0.32042381167411804,-0.04640206262058655,-0.01179349422454834,-0.2169373631477356,-0.04218061208314339,-0.01703643798828125,-0.13666081428527832,-0.0261927613574926,0.07936769723892212,-0.29457253217697144,-0.020382159720725213,0.05839109420776367,-0.30562666058540344,-0.04866357460207382,0.04070943593978882,-0.232126384973526,-0.03937921985573212,A
-0.09948337078094482,-0.06474202871322632,-0.027311698857261035,-0.1789465844631195,-0.1835198998451233,-0.037546712297512386,-0.20976710319519043,-0.28905004262924194,-0.049855201828790996,-0.2055654227733612,-0.3814659118652344,-0.05628541051180491,-0.12380710244178772,-0.31875908374786377,0.013034367610202935,-0.13513097167015076,-0.34191203117370605,-0.03201699568660388,-0.12039923667907715,-0.24719926714897156,-0.0663598769787086,-0.1104087233543396,-0.16731679439544678,-0.08224521516592631,-0.0567249059677124,-0.3328727185726166,0.009468370724903252,-0.07477009296417236,-0.34050655364990234,-0.03555496721298823,-0.06638193130493164,-0.2287234365940094,-0.05537386550338397,-0.061708927154541016,-0.14025390148162842,-0.056343990701748226,0.009426891803741455,-0.32574471831321716,-0.0030096064764393304,-0.010705232620239258,-0.3206179141998291,-0.047165199506594035,-0.013820648193359375,-0.21575456857681274,-0.043561778354956004,-0.018053412437438965,-0.13508546352386475,-0.027011561531139705,0.0717463493347168,-0.3003188967704773,-0.0186010779324306,0.05066877603530884,-0.3017520308494568,-0.047365988928390834,0.035994768142700195,-0.2268289029598236,-0.039450913060022685,A
-0.10265430808067322,-0.0673474669456482,-0.02685358583858033,-0.17350360751152039,-0.19934335350990295,-0.034827865883016784,-0.19560015201568604,-0.31419262290000916,-0.0447867328666689,-0.192604660987854,-0.4125245213508606,-0.04912043757667561,-0.11407452821731567,-0.3311101496219635,0.015253087282872002,-0.13810497522354126,-0.33939558267593384,-0.029989343359375198,-0.12406569719314575,-0.238812655210495,-0.06257638730039616,-0.11426752805709839,-0.156039297580719,-0.07628920324077626,-0.04762309789657593,-0.3432590961456299,0.012181258537566464,-0.0800095796585083,-0.33831363916397095,-0.03307813428273221,-0.07379060983657837,-0.22312697768211365,-0.051414583101177413,-0.0680345892906189,-0.13565796613693237,-0.05116165451636334,0.01829361915588379,-0.33287569880485535,2.5423362785659265e-05,-0.01592499017715454,-0.3233582377433777,-0.04658183477749844,-0.019798696041107178,-0.21229001879692078,-0.0409340003870966,-0.022280633449554443,-0.13067549467086792,-0.02225574873318692,0.08144563436508179,-0.3042880892753601,-0.015071596241796215,0.049492835998535156,-0.3066781759262085,-0.04645304031600972,0.03289616107940674,-0.22566860914230347,-0.036736399158144195,A
-0.10104155540466309,-0.06425303220748901,-0.02992180484079654,-0.1721949279308319,-0.19781041145324707,-0.038040000300043175,-0.19488561153411865,-0.3122894763946533,-0.04691701317869956,-0.1940966248512268,-0.41058409214019775,-0.0496545502051049,-0.11270925402641296,-0.3404541611671448,0.012663509410685947,-0.135267436504364,-0.3341936469078064,-0.033171187440984795,-0.1200551986694336,-0.23163580894470215,-0.06626447225653465,-0.10844293236732483,-0.15114343166351318,-0.08035340095602805,-0.04518479108810425,-0.35285860300064087,0.01114245568669503,-0.07541221380233765,-0.3295259475708008,-0.033373619715803216,-0.06940019130706787,-0.21518179774284363,-0.051084014873140404,-0.06282061338424683,-0.1324000358581543,-0.05077601159655387,0.021188020706176758,-0.3393009305000305,0.0001491719208388531,-0.011738717555999756,-0.3122248351573944,-0.046128779004448006,-0.016580045223236084,-0.20292600989341736,-0.04026997769915397,-0.01839315891265869,-0.1272929310798645,-0.021857572074168274,0.08428078889846802,-0.30772969126701355,-0.01422060589038665,0.05106914043426514,-0.2977629005908966,-0.04533503885113532,0.03442734479904175,-0.21575886011123657,-0.035744088987939904,A
-0.10323971509933472,-0.06981366872787476,-0.024423403548894385,-0.17398136854171753,-0.2029174268245697,-0.030709251644907454,-0.19567355513572693,-0.31644660234451294,-0.0402945651438813,-0.1952219009399414,-0.4135517477989197,-0.04485948744684265,-0.11601361632347107,-0.32759228348731995,0.019806353491844675,-0.1397075057029724,-0.34645503759384155,-0.02722376945882843,-0.12907451391220093,-0.2486152946949005,-0.061365466448364714,-0.11999297142028809,-0.16809213161468506,-0.07572286936908768,-0.04999983310699463,-0.3365675210952759,0.015325849061014196,-0.08259302377700806,-0.34501931071281433,-0.031768299522696,-0.07775437831878662,-0.23190706968307495,-0.05036258313327835,-0.07077455520629883,-0.1451595425605774,-0.04937263193994568,0.01592111587524414,-0.32628729939460754,0.0012150906260330885,-0.018419981002807617,-0.3271644115447998,-0.04654105741053627,-0.022022545337677002,-0.2177327573299408,-0.04137849796086357,-0.02188056707382202,-0.1372126340866089,-0.022176168742475966,0.08032441139221191,-0.299175500869751,-0.015699369716344336,0.04745978116989136,-0.31043004989624023,-0.0467439516213517,0.03143662214279175,-0.2315956950187683,-0.03717917564779327,A
-0.09927588701248169,-0.060442447662353516,-0.029403430092429517,-0.172951340675354,-0.19312667846679688,-0.03798846030542791,-0.19760501384735107,-0.3083896040916443,-0.047440028432106374,-0.19394129514694214,-0.4078484773635864,-0.05096709603378713,-0.11076706647872925,-0.3335754871368408,0.012403086145127418,-0.13648679852485657,-0.33860480785369873,-0.0330061154992336,-0.12231826782226562,-0.23447972536087036,-0.06566674882481038,-0.11106842756271362,-0.15213125944137573,-0.07985101515362203,-0.04409909248352051,-0.34835687279701233,0.010875083823407294,-0.07926952838897705,-0.3348710834980011,-0.03271255144784391,-0.0724145770072937,-0.21724292635917664,-0.04906285056779325,-0.06523001194000244,-0.13398319482803345,-0.04824160659620702,0.02207249402999878,-0.3392028212547302,-0.0001329918478631953,-0.01622539758682251,-0.3182397782802582,-0.04562746608564794,-0.01933467388153076,-0.20566201210021973,-0.038836418333744405,-0.019627034664154053,-0.1300123929977417,-0.020416146758293507,0.08698302507400513,-0.31145790219306946,-0.014442164133583901,0.049000561237335205,-0.30016660690307617,-0.04526324445316732,0.03225982189178467,-0.21607261896133423,-0.035944855454658864,A
-0.10103899240493774,-0.06456565856933594,-0.022817028724261945,-0.1711670160293579,-0.19537577033042908,-0.02899632047922296,-0.1914689540863037,-0.30698010325431824,-0.03803683076114339,-0.18749576807022095,-0.40091511607170105,-0.04199096564263982,-0.11248695850372314,-0.32362237572669983,0.019256511665275866,-0.13356411457061768,-0.33565449714660645,-0.024316560514876073,-0.12202700972557068,-0.23669084906578064,-0.05690350759834928,-0.11245706677436829,-0.1577434539794922,-0.07113014165372533,-0.04826700687408447,-0.33195316791534424,0.014399417638173873,-0.07841503620147705,-0.33457982540130615,-0.028036115728923505,-0.07296502590179443,-0.22205650806427002,-0.04517973963231725,-0.06587201356887817,-0.13749802112579346,-0.04462397474856061,0.015726804733276367,-0.3203984200954437,0.0006049562565522137,-0.016101181507110596,-0.3180965781211853,-0.042796988078066533,-0.02146446704864502,-0.20990929007530212,-0.036552190818497365,-0.023708045482635498,-0.13165420293807983,-0.01833272356600446,0.07838320732116699,-0.2916918098926544,-0.015912132375547117,0.04804915189743042,-0.30115216970443726,-0.0439201593777625,0.03073817491531372,-0.22249814867973328,-0.03325347606153173,A
-0.08751744031906128,-0.05494731664657593,-0.02160788278195014,-0.1528160572052002,-0.17995405197143555,-0.027050489067164563,-0.1735953986644745,-0.28489363193511963,-0.03486081163498511,-0.17185550928115845,-0.3740139603614807,-0.03750996614905944,-0.10119056701660156,-0.29528486728668213,0.01579671402362237,-0.12446931004524231,-0.3119794428348541,-0.024748386322585247,-0.10904732346534729,-0.21435615420341492,-0.05232258464309325,-0.09328436851501465,-0.13997679948806763,-0.06328833426448455,-0.04310113191604614,-0.30149373412132263,0.011817486517998077,-0.07197058200836182,-0.31534337997436523,-0.028633713229623936,-0.06345623731613159,-0.20574215054512024,-0.04110419700953116,-0.05270427465438843,-0.12743079662322998,-0.03735816429468741,0.016381382942199707,-0.29147934913635254,-0.0004914295590197071,-0.016473352909088135,-0.2987176179885864,-0.04187881152245154,-0.01698094606399536,-0.19198232889175415,-0.03276665086957564,-0.01201176643371582,-0.12009364366531372,-0.013000532492128514,0.07688313722610474,-0.26723068952560425,-0.015240163981047772,0.04316002130508423,-0.2812291383743286,-0.04098852674576392,0.030091822147369385,-0.20396077632904053,-0.02968258547696223,A
-0.08746230602264404,-0.06226456165313721,-0.01027685893677699,-0.15727657079696655,-0.17337661981582642,-0.013892072494854801,-0.18109577894210815,-0.2721848487854004,-0.022564584631254547,-0.17545661330223083,-0.355316698551178,-0.02779357345752942,-0.09295004606246948,-0.2881297469139099,0.02159692509121669,-0.1210981011390686,-0.3109857141971588,-0.014614940862884396,-0.11701276898384094,-0.22417327761650085,-0.04157754430525529,-0.10489070415496826,-0.15207326412200928,-0.053190503511359566,-0.04058253765106201,-0.2888432443141937,0.012481555100748665,-0.07232564687728882,-0.31139910221099854,-0.02330406965666043,-0.07122218608856201,-0.21203026175498962,-0.03764406988375413,-0.0627601146697998,-0.1307734251022339,-0.03684673482530343,0.014298617839813232,-0.2772980332374573,-0.0030938417276047403,-0.022773802280426025,-0.2938147187232971,-0.03710794845574128,-0.0264320969581604,-0.19817614555358887,-0.030321631822516792,-0.02088862657546997,-0.12266892194747925,-0.014620589334299439,0.0710790753364563,-0.25138822197914124,-0.020251117888619774,0.031084895133972168,-0.2707432210445404,-0.04116898799293267,0.019321024417877197,-0.2020624577999115,-0.030880861226251,A
-0.08288329839706421,-0.052131593227386475,-0.017220599430174843,-0.14799034595489502,-0.16709208488464355,-0.02191973090407373,-0.17293071746826172,-0.262474924325943,-0.029171636181445137,-0.17666715383529663,-0.34773868322372437,-0.03197869830069067,-0.09552657604217529,-0.28328195214271545,0.016167113704113945,-0.12542402744293213,-0.2909175157546997,-0.021325507985920922,-0.11310362815856934,-0.19748958945274353,-0.04726252876457693,-0.09883159399032593,-0.125468909740448,-0.05765560068425657,-0.043588459491729736,-0.28766554594039917,0.011035488133757099,-0.08120626211166382,-0.294085294008255,-0.025657076241941468,-0.0732056200504303,-0.18972188234329224,-0.036981889831395165,-0.06228610873222351,-0.1131058931350708,-0.03363494746622564,0.012034177780151367,-0.27733683586120605,-0.0014410012797725358,-0.03057461977005005,-0.28052228689193726,-0.03867191992935659,-0.027234792709350586,-0.17840653657913208,-0.029463818150134102,-0.01813596487045288,-0.10975617170333862,-0.011038098337621705,0.07099002599716187,-0.25312331318855286,-0.015836398901910798,0.02493506669998169,-0.26079028844833374,-0.03969428114828588,0.018569469451904297,-0.1870153546333313,-0.028837375196189896,A
-0.08457285165786743,-0.051648497581481934,-0.017671163666932443,-0.14944642782211304,-0.16356706619262695,-0.021925013054101328,-0.1749226450920105,-0.2566770911216736,-0.029263233307688097,-0.18110889196395874,-0.3409390449523926,-0.03208505502709613,-0.09935137629508972,-0.27565860748291016,0.018067922901423117,-0.13306856155395508,-0.28890252113342285,-0.0191372013724731,-0.12048038840293884,-0.19852492213249207,-0.04471871397265659,-0.10371392965316772,-0.128243088722229,-0.05491183838614688,-0.04811984300613403,-0.28217244148254395,0.01338471611222758,-0.08930668234825134,-0.2894224226474762,-0.024128576282350878,-0.0790976881980896,-0.18903130292892456,-0.03669178998836742,-0.06473559141159058,-0.11569046974182129,-0.03424304864176975,0.006098270416259766,-0.27458813786506653,0.001131583812707504,-0.040489256381988525,-0.2800650894641876,-0.03699356830486522,-0.034765034914016724,-0.18002289533615112,-0.02921354724833236,-0.021984875202178955,-0.11112451553344727,-0.011585719425170282,0.06381511688232422,-0.25322774052619934,-0.01326449262717233,0.01539766788482666,-0.2630634307861328,-0.03857687628635631,0.008493483066558838,-0.19003838300704956,-0.02959302953252063,A
-0.09406241774559021,-0.036819636821746826,-0.026132828201014036,-0.17117586731910706,-0.14215588569641113,-0.03467739803608083,-0.203134685754776,-0.24144747853279114,-0.043738950620252126,-0.20205920934677124,-0.32992690801620483,-0.047019810060817235,-0.1335887908935547,-0.28037506341934204,0.006540674139898783,-0.15356487035751343,-0.2798706591129303,-0.03201086131747388,-0.1306326687335968,-0.18824052810668945,-0.05858778266127729,-0.11301618814468384,-0.11610275506973267,-0.0698739221494975,-0.07583481073379517,-0.299988329410553,0.004407601785999304,-0.10124313831329346,-0.28826841711997986,-0.03324237523492002,-0.08453971147537231,-0.18474647402763367,-0.04610968066270971,-0.06998521089553833,-0.10728394985198975,-0.04432861564572477,-0.014380455017089844,-0.2975427210330963,-0.005546585767376655,-0.043036043643951416,-0.2843109369277954,-0.046415102313119405,-0.03733694553375244,-0.18252018094062805,-0.03910574374611997,-0.030333995819091797,-0.10944122076034546,-0.02160863263424062,0.048666954040527344,-0.277829110622406,-0.01812892464812421,0.01841050386428833,-0.2807773947715759,-0.04760418517406606,0.008662760257720947,-0.20198246836662292,-0.03841431869085454,A
-0.08953946828842163,-0.04434835910797119,-0.013752204666786838,-0.16818732023239136,-0.14477330446243286,-0.020169229547434497,-0.1978742480278015,-0.24214312434196472,-0.030156084637098957,-0.19144397974014282,-0.32760000228881836,-0.036463056991749454,-0.11297804117202759,-0.2705928087234497,0.012362817932910275,-0.13623693585395813,-0.2922893762588501,-0.022432425360136676,-0.1257246732711792,-0.20965540409088135,-0.04779910419409816,-0.11003336310386658,-0.13438963890075684,-0.05814283464377468,-0.056366920471191406,-0.27755308151245117,0.005854752545303654,-0.0863003134727478,-0.29200947284698486,-0.026770281906181026,-0.07835283875465393,-0.19716233015060425,-0.03988418106263225,-0.06351351737976074,-0.11555999517440796,-0.03904804338043277,0.0011807084083557129,-0.27196821570396423,-0.006577355622255254,-0.033817946910858154,-0.28158998489379883,-0.03929079074686115,-0.030885398387908936,-0.1885884404182434,-0.03291966516798084,-0.019139885902404785,-0.11325252056121826,-0.01784545120125358,0.06086897850036621,-0.25326287746429443,-0.020464892799907375,0.021406829357147217,-0.2761755883693695,-0.042044599841290164,0.012826859951019287,-0.20621076226234436,-0.03140441078966205,A
